Kundennummer;Filialnummer;Filialname;Strasse;PLZ                      ;ORT
21749;8166;Extra WALDBROEL 8166          ;RAABEWEG 1                    ;51545;WALDBROEL

21749;8171;Extra Jülich 8171             ;Margaretenstr. 12             ;52428;JÜLICH

21749;8172;Extra NIDEGGEN 8172           ;AM EISERNEN KREUZ             ;52385;NIDEGGEN

21749;8173;Extra BERGISCH GLADBACH 8173  ;SIEBENMORGEN 13-15            ;51427;BERGISCH GLADBACH

21749;8176;Extra BERGISCH GLADBACH 8176  ;ODENTHALER STR.196            ;51467;BERGISCH GLADBACH

21749;8177;Extra Aachen 8177             ;Königsberger Str.196          ;52078;AACHEN

21749;8178;Extra PRÜM-DAUSFELD 8178      ;Rudolf- Diesel-Str. 8         ;54595;PRÜM-DAUSFELD

21749;8181;Extra Inden-Altdorf 8181      ;Goltsteinstr. 72              ;52459;INDEN

21749;8182;Extra BEDBURG 8182            ;LINDEN-/NEUSSER STR.          ;50181;BEDBURG

21749;8183;Extra Nörvenich 8183          ;Gewebepark 12                 ;52388;NÖRVENICH

21749;8185;Extra VIERSEN 8185            ;HEIDWEG 42                    ;41749;VIERSEN

21749;8186;Extra KEMPEN 8186             ;KLEINBAHNSTR. 24              ;47906;KEMPEN

21749;8187;Extra Krefeld 8187            ;Lehmheide 5-17                ;47805;KREFELD

21749;8189;Extra HENNEF 8189             ;BONNER STR. 12 A              ;53773;HENNEF

21749;8192;Extra KALKAR 8192             ;XANTENER STR./OYWEG           ;47546;KALKAR

21749;8193;Extra GANGELT 8193            ;SITTARDER STR.                ;52538;GANGELT

21749;8195;Extra MUELHEIM A. D. RUHR 8195;DUESSELDORFER STR.            ;45481;MUELHEIM A. D. RUHR

21749;8196;Extra BERGNEUSTADT 8196       ;OTHESTRASSE                   ;51702;BERGNEUSTADT

21749;8200;Extra KOELN 8200              ;BERG.GLADB.STR. 1007          ;51069;KOELN

21749;8202;Extra Bedburg-Kaster 8202     ;St. Rochusstraße 10           ;50181;BEDBURG

21749;8210;Extra Düsseldorf 8210         ;Ronsdorfer Str.71a            ;40233;DÜSSELDORF

21749;8211;Extra Höhr-Grenzhausen 8211   ;Am alten Bahnhof              ;56203;HÖHR-GRENZHAUSEN

21749;8212;Extra OVERATH 8212            ;PROBSTEISTRASSE 12            ;51491;OVERATH

21749;8232;Extra GEILENKIRCHEN 8232      ;HAIHOVER STR. 1               ;52511;GEILENKIRCHEN

21749;8233;Extra OER-ERKENSCHWICK 8233   ;INDUSTRIESTR.                 ;45739;OER-ERKENSCHWICK

21749;8236;Extra DIERDORF 8236           ;KOENIGSBERGER STR.            ;56269;DIERDORF

21749;8237;Extra Wuppertal 8237          ;Klingelholl 110               ;42281;WUPPERTAL

21749;8247;Extra MECHERNICH 8247         ;MARIENAU 3                    ;53894;MECHERNICH

21749;8254;Extra BITBURG 8254            ;MOETSCHERSTRASSE              ;54634;BITBURG

21749;8257;Extra HADAMAR 8257            ;MAINZER STR.                  ;65589;HADAMAR

21749;8265;Extra BOPPARD 8265            ;BUCHENAUER STRASSE            ;56154;BOPPARD

21749;8274;Extra BERGISCH GLADBACH 8274  ;REFRATHER WEG 1               ;51469;BERGISCH GLADBACH

21749;8276;Extra KERPEN 8276             ;PHILIPP-SCHNEIDER-STR.        ;50171;KERPEN

21749;82084;Extra Kerpen 82084            ;Stiftsstrasse                 ;50171;KERPEN

21749;82381;Extra Wuppertal 82381         ;Ascheweg 19                   ;42369;WUPPERTAL

21750;1;                              ;                              ;            ;

21750;3;Real,- SB-Warenhaus GmbH      ;Friedrichstrasse 12           ;55232;ALZEY

21750;1684;Extra Bolle Markt 1684 Ahmed  ;ALT RUDOW 64-66               ;12355;BERLIN

21750;2384;Extra LEIPZIG 2384            ;KNOPSTRASSE 17                ;4159;LEIPZIG

21750;2387;Extra STENDAL 2387            ;DR. KURT SCHUMACHER 1         ;39576;STENDAL

21750;2401;Extra Halberstadt 2401        ;Rich. Wagnerstraße / Kalininst;38820;HALBERSTADT

21750;2411;Extra Stollberg 2411.3        ;Schillerstr. 11               ;9366;STOLLBERG

21750;2420;Extra ROSSWEIN 2420           ;HASSLAUER STR.                ;4741;ROSSWEIN

21750;2437;Extra GLAUCHAU 2437           ;TALSTR. 87                    ;8371;GLAUCHAU

21750;2452;Extra BERLIN 2452             ;SCHOENHAUSER ALLEE 10-11      ;10119;BERLIN

21750;2477;Extra SCHWERIN 2477           ;MECKLENBURGER STR.42          ;19053;SCHWERIN

21750;2479;Extra BERLIN 2479             ;F.-WILHELM-STR.17-19          ;12103;BERLIN

21750;2485;Extra BERLIN 2485             ;PABLO-NERUDA-STR.2            ;12559;BERLIN

21750;2487;Extra Berlin-Pankow 2487      ;Bucher Chaussee               ;13125;BERLIN

21750;2493;Extra BERLIN 2493             ;SCHOENFELDER CHAUSSE 1        ;12524;BERLIN

21750;2495;Extra BERLIN 2495             ;ERNST-BARLACH-STR.21          ;13059;BERLIN

21750;2539;Extra WILTHEN 2539            ;ZITTAUER STR. 12              ;2681;WILTHEN

21750;2641;Extra Langenhagen 2641.4      ;Waldsroder Str.123-125        ;30853;LANGENHAGEN

21750;2683;Extra Tostedt 2683.4          ;Zinnhütte 11-13               ;21255;TOSTEDT

21750;6250;Extra Düsseldorf 6250         ;Schlüterstraße 1+5-7          ;40235;DÜSSELDORF

21750;7310;Extra BERLIN 7310             ;ACKERHALLE/INVALIDENSTR. 158  ;10115;BERLIN

21750;7332;Extra BERLIN 7332             ;HERMANN-HESSE-STR.12          ;13156;BERLIN

21750;7358;Extra BERLIN 7358             ;EICHHORSTER STR. 14           ;12689;BERLIN

21750;7365;Extra Berlin 7365             ;Hoenower 76-80                ;12623;BERLIN

21750;7375;Extra BERLIN 7375             ;BERNH.-BAESTLEIN-STR. 1       ;10367;BERLIN

21750;7376;Extra Berlin 7376.0           ;Alfred- Jung- Str. 12         ;10369;BERLIN

21750;7387;Extra Berlin 7387.6           ;Adlergestell 755              ;12537;BERLIN

21750;8158;Extra VM                      ;Nelkenstr.                    ;42477;RADEVORMWALD

21750;8277;Extra VM                      ;Karolinger Str. 1             ;53909;ZÜLPICH

21750;8309;Extra SALZWEDEL 8309          ;BUCHENALLEE 1                 ;29410;SALZWEDEL

21750;8311;Extra NAUMBURG 8311           ;OVERWEGSTR. 11                ;6618;NAUMBURG

21750;8316;Extra ANGERMUENDE 8316        ;PRENZLAUER STR. 41            ;16278;ANGERMUENDE

21750;8321;Extra BAD BLANKENBURG 8321    ;STR. DER DEUTSCHEN EINHEIT 12 ;7422;BAD BLANKENBURG

21750;8327;Extra Ebersbach 8327          ;Unteren Kirchweg 5            ;2730;EBERSBACH

21750;8329;Extra PRITZWALK 8329          ;ERICH-MUEHSAM-WEG             ;16928;PRITZWALK

21750;8342;Extra SANGERHAUSEN 8342       ;STEINBERGER WEG 6             ;6526;SANGERHAUSEN

21750;8360;Extra BERLIN 8360             ;FLAEMINGSTR. 70               ;12689;BERLIN

21750;8361;Extra BERLIN 8361             ;MARCHWITZASTR. 29             ;12681;BERLIN

21750;8364;Extra Berlin 8364             ;Sophie-Charlotten-Straße 41   ;14059;BERLIN

21750;8368;Extra Berlin 8368             ;Walter-Friedrich-Str. 1       ;13125;BERLIN

21750;8369;Extra Berlin 8369             ;Weitlingstr. 59 - 60          ;10317;BERLIN

21750;8370;Extra BERLIN 8370             ;BRODOWINER RING 8             ;12679;BERLIN

21750;8382;Extra WERDAU 8382             ;UFERSTRASSE 1                 ;8412;WERDAU

21750;10109;Extra Bremen 1010             ;Auf der Hohwisch 42           ;28207;BREMEN

21750;10123;Extra Bremen 1012             ;Gröpelinger Heerstr. 251      ;28239;BREMEN

21750;10130;Extra BREMEN 1013             ;HOLSTEINER STR.91-99          ;28219;BREMEN

21750;10239;Extra RASTEDE 1023            ;RAIFFEISENSTR. 52             ;26180;RASTEDE

21750;10338;Extra Bremen 1033             ;Plantage 5                    ;28215;BREMEN

21750;10406;Extra Bremen 1040             ;Leher Heerstraße 128          ;28357;BREMEN

21750;10475;Extra BREMEN 1047             ;GEORG-GLEISTEIN-STR.          ;28757;BREMEN

21750;10505;Extra OLDENBURG 1050          ;ALTER POSTWEG 125             ;26133;OLDENBURG

21750;10574;Extra Bremen 1057             ;St.-Gotthard-Strasse 3-5      ;28325;BREMEN

21750;10604;Extra BREMERHAVEN 1060        ;G. SEEBECK-STR. 58            ;27570;BREMERHAVEN

21750;10673;Extra BREMEN 1067.3           ;Vor dem Steintor 74           ;28203;BREMEN

21750;10734;Extra OSTERHOLZ-SCHARMBECK 107;BAHNHOFSTR. 32/34             ;27711;OSTERHOLZ-SCHARMBECK

21750;10833;Extra Zeven 1083              ;Auf dem Quabben 3-5           ;27404;ZEVEN

21750;10871;Extra BREMEN 1087             ;BUNTENTORSTEINWEG 171-185     ;28201;BREMEN

21750;10932;Extra BREMEN 1093.2           ;Hannoversche Str.138          ;28309;BREMEN

21750;11588;Extra Cuxhaven 1158           ;Brockerswalder Chaussee 52    ;27474;CUXHAVEN

21750;11649;Extra LANGEN 1164             ;SCHMIDTKUHLSWEG               ;27607;LANGEN

21750;11687;Extra Breverstedt 1168        ;Hindenburger Strasse 14       ;27616;BREVERSTEDT

21750;11762;Extra OYTEN 1176              ;HAUPTSTR. 80                  ;28876;OYTEN

21750;13049;Extra Lingen 1304.9           ;Lookenstr. 22                 ;49808;LINGEN

21750;13094;Extra Münster 1309            ;Albersloher Weg 539           ;48167;MÜNSTER

21750;13100;Extra Bünden 1310             ;Schwartemeierstraße 23        ;32257;BÜNDE

21750;13117;Extra Bünde 1311              ;Brunnenallee 58-62            ;32257;BÜNDE

21750;13155;                              ;                              ;            ;HAREN

21750;13179;extra Rheine 1317             ;Osnabrücker Strasse 277       ;48429;RHEINE

21750;13216;Extra MÜNSTER 1321.6          ;Rüschhausweg 149-151          ;48161;MÜNSTER

21750;13223;Extra Ochtrup 1322            ;Marktstrasse 5-6              ;48607;OCHTRUP

21750;13230;Extra NORDHORN 1323           ;NEUENHAUSER STR. 124          ;48527;NORDHORN

21750;13728;Extra Münster 1372            ;Dorpatweg 8                   ;48195;MÜNSTER

21750;13766;Extra Muenster 1376.6         ;Kiesekampweg 4                ;48157;MUENSTER

21750;13803;Extra Muenster 1380.3         ;Geiststr. 2-10                ;48151;MUENSTER

21750;13940;Extra LINGEN 1394             ;RHEINER STR. 11               ;49809;LINGEN

21750;13971;Extra Münster 1397            ;Hansaring 59-65               ;48155;MÜNSTER

21750;14039;Extra LINGEN 1403             ;JOSEFSTR. 29                  ;49809;LINGEN

21750;14053;Extra Detmold 1405            ;Stoddartstrasse 6             ;32758;DETMOLD

21750;14077;Extra Detmold 1407            ;Felix-Fechenbach Str.2        ;32756;DETMOLD

21750;14091;Extra BIELEFELD 1409          ;BABENHAUSER STR. 20           ;33613;BIELEFELD

21750;14107;Extra Paderborn 1410          ;Kloeckner Strasse.38-44       ;33102;PADERBORN

21750;14305;Extra Emlichheim 1430.5       ;Dorfstr. 29                   ;49824;EMLICHHEIM

21750;14329;Extra Rheine 1432             ;Zeppelinstrasse 26            ;48431;RHEINE

21750;14442;Extra Lingen 1444.2           ;Meppener Str. 12              ;49808;LINGEN

21750;14633;Extra Osnabrück 1463          ;Arndtplatz/Heinrichstrasse 37 ;49080;OSNABBRÜCK

21750;14657;Extra Vechta 1465             ;Ravensburger Strasse 27       ;49377;VECHTA

21750;14718;Extra Wallemhorst 1471        ;Grosse Strasse 1              ;49134;WALLENHORST

21750;14893;Extra MUENSTER 1489           ;NOTTULNER LANDWEG             ;48161;MUENSTER

21750;15296;Extra Kirchweyhe 1529         ;Lahauser Strasse              ;28844;KIRCHWEYHE

21750;15883;Extra Ottersberg 1588         ;Grüne Strasse 16              ;28870;OTTERSBERG

21750;15890;Extra Bremen 1589.0           ;Max Saeumestr. 5-7            ;28327;BREMEN

21750;15920;Extra BREMEN 1592             ;STOCKHOLMER STR. 7            ;28719;BREMEN

21750;15937;Extra Syke 1593               ;Waldstrasse 14                ;28857;SYKE

21750;17023;Extra Bremen 1702.3           ;Westerstr.                    ;28199;BREMEN

21750;17511;Extra Bremerhaven 1751.1      ;Julius-Leber-Platz            ;27578;BREMERHAVEN

21750;17528;extra Bremen 1752.8           ;Dötlinger  Str. 3             ;28197;BREMEN

21750;17696;Extra Bremen 1769             ;Am Hulsberg 8 - 16            ;28205;BREMEN

21750;17757;Extra Bremen 1775             ;Kulenkampfallee 184           ;28213;BREMEN

21750;22225;Extra KRONACH 2222            ;WEISSENBRUNNER STR. 20A       ;96317;KRONACH

21750;22294;Extra NEUMARKT 2229           ;DREICHLINGER STR. 1           ;92318;NEUMARKT

21750;22423;Extra POCKING 2242            ;PASSAUER STR. 56              ;94060;POCKING

21750;22461;Extra DETTINGEN 2246          ;IM SCHMOELLBOGEN 19           ;72581;DETTINGEN

21750;22485;Extra TUTTLINGEN 2248         ;RUDOLF-DIESEL-STR.28          ;78532;TUTTLINGEN

21750;22515;Extra KOENGEN 2251            ;IMANUEL MAIER STR. 2          ;73257;KOENGEN

21750;22522;Extra METZINGEN 2252          ;REUTLINGER STR. 57-65         ;72555;METZINGEN

21750;22621;Extra Ettlingen 2262          ;Zehntwiesenstraße 47          ;76275;ETTLINGEN

21750;22676;Extra PEGNITZ 2267            ;ALTE POSTSTR. 54              ;91257;PEGNITZ

21750;22683;Extra NEUOETTING 2268         ;NAGELSCHMIEDSTR. 6            ;84524;NEUOETTING

21750;22836;Extra ANSBACH 2283            ;RITTER-VON-LANG-ALLEE 7       ;91522;ANSBACH

21750;22874;Extra MICHELSTADT 2287        ;FRIEDRICH-EBERT-STR. 15 - 17  ;64720;MICHELSTADT

21750;24182;extra Berlin 2418.2           ;Mehrower Allee 20             ;12687;BERLIN

21750;24724;extra Neuenhagen 2472.4       ;Ernst-Thälmann-Str. 7-11      ;15366;NEUENHAGEN

21750;24922;Extra Berlin 2492             ;Bruno - Taut-Str. 1           ;12526;BERLIN

21750;24939;Extra BERLIN 2493.9           ;SCHOENFELDER CHAUSSE 1        ;12524;BERLIN

21750;24946;extra Berlin 2494.6           ;Ernst-Thälmann-Str. 7-11      ;13055;BERLIN

21750;26018;Extra Vechta 2601             ;Sankt-Florian-Stasse4         ;49377;VECHTA

21750;26025;Extra VERDEN 2602             ;IM OHRT                       ;27283;VERDEN

21750;26032;Extra SOLTAU 2603             ;HAGEN 11-14                   ;29614;SOLTAU

21750;26049;Extra HANNOVER 2604           ;EMPELDER STR. 128             ;30455;HANNOVER

21750;26056;Extra STADTHAGEN 2605         ;JAHNSTR. 35                   ;31655;STADTHAGEN

21750;26063;Extra Neustadt                ;SIEMENSSTR. 2-4               ;31535;NEUSTADT

21750;26070;Extra Rinteln 6070            ;Bahnhofstrasse 22             ;31737;RINTELN

21750;26087;Extra Hemmingen 2608          ;Gutenbergstraße 7             ;30966;HEMMINGEN

21750;26094;Extra Höxter 2609             ;Schlesische Straße 1          ;37671;HÖXTER

21750;26100;Extra Hameln 2610             ;Fischbecker Landstraße 86     ;31787;HAMELN

21750;26131;Extra Hannover 2613           ;Spielhagenstraße 23 A         ;30171;HANNOVER

21750;26148;Extra Gronau 2614             ;Bethelner Landstraße 12       ;31028;GRONAU

21750;26155;Extra Drochtersen 2615        ;Drochterser Strasse 2-3       ;21706;DROCHTERSEN

21750;26186;Extra Hameln 6186             ;Hastenbecker Weg 10a          ;31785;HAMELN

21750;26193;Extra Oldenburg 2619.3        ;Alexander Str. 316            ;26127;OLDENBURG

21750;26209;Extra Hoya 2620               ;Bücker Straße 1               ;27318;HOYA

21750;26223;Extra EMSDETTEN 2622          ;KATTHAGEN 6-8                 ;48282;EMSDETTEN

21750;26230;Extra Hamburg 2623            ;Winsener Strasse 36           ;21077;HAMBURG

21750;26278;Extra Drochtersen 2627        ;Sietwender Straße 13 - 14     ;21706;DROCHTERSEN

21750;26292;Extra Löhne 2629              ;Lindenstrasse                 ;49393;LÖHNE

21750;26308;Extra Nahe 2630               ;Segeberger Straße             ;23866;NAHE

21750;26315;Extra ELZE 2631               ;SCHMIEDETORSTRASSE            ;31008;ELZE

21750;26346;Extra Winsen 2634.6           ;Lüneburger Str. 77            ;21423;WINSEN

21750;26377;Extra Hannover 2637           ;Dresdener Straße 3            ;30179;HANNOVER

21750;26384;Extra Hannover 2638           ;Schierholzstraße 63 a         ;30655;HANNOVER

21750;26391;Extra Hannover 6391           ;Herrenhäuser Markt 3          ;30419;HANNOVER

21750;26407;Extra Wolfsburg 2640.7        ;Porschestr. 45                ;38440;WOLFSBURG

21750;26438;Extra Braunschweig 2643       ;Elbestraße 21-23              ;38120;BRAUNSCHWEIG

21750;26452;Extra BIELEFELD 2645          ;BECKHAUSSTRASSE 64            ;33611;BIELEFELD

21750;26483;Extra Alfeld 6483             ;Bahnhofstrasse                ;31061;ALFELD

21750;26513;Extra Garbsen 6513            ;Siemensstrasse 2              ;30827;GARBSEN

21750;26537;Extra Langenhagen 6537        ;Pestalozziweg 1               ;30853;LANGENHAGEN

21750;26575;Extra Hannover 6575           ;Anderter Strasse 53           ;30629;HANNOVER

21750;26605;Extra STADE 2660              ;ALTLAENDER STR.13-15          ;21680;STADE

21750;26704;Extra HARSEFELD 2670          ;AM PASCHBERG 18               ;21698;HARSEFELD

21750;26711;Extra HAMBURG 2671            ;HARDAURING 34                 ;21147;HAMBURG

21750;26759;Extra Gifhorn 6759            ;Cardenkamp 2-4                ;38518;GIFHORN

21750;26773;Extra Bad Muender 2677.3      ;Wallstr. 6                    ;31848;BAD MUENDER

21750;26797;Extra Ronnenberg 6797         ;Ronnenberger Strasse 20       ;30952;RONNENBERG

21750;26810;Extra Wolfsburg 6810          ;Laagbergstrasse 54            ;38440;WOLFSBURG

21750;26834;Extra Tostedt 2683.4          ;Zinnhütte 11-13               ;21255;TOSTEDT

21750;26858;Extra Uslar 2685              ;Stiftstraße 2                 ;37170;USLAR
